Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?,place_id_verification,match_status,match_confidence,match_method,verified_place_id,match_notes
Alphabet City Beer Co. Lower East Side,Alphabet City Beer Co.,"6 Loisaida Ave, New York, NY 10009",ChIJWaWbwHlZwokRj1wHkvB84zE,NYC,,Valid: Alphabet City Beer Co. (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 24
Bar Sprezzatura-BAR BLACKBIRD,Bar Sprezzatura,"One Maritime Plaza, #100",ChIJNVkbEwBZwokRcQJBrkU_Wuo,SF,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 62
Zou Zou's Hudson Yards,Zou Zou's,385 9th Avenue,ChIJKVbn75VZwokRLdlBWe5rbtU,NYC,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 810
MADELINE'S,MADELINE'S,"113 Franklin St FC, Brooklyn, NY 11222",ChIJzSqlSxpZwokRnXgKKOO_yWE,NYC,,Valid: Madeline's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 417
Wine:30,Wine:30,41 E 30th St,ChIJiUAH6adZwokRfDpIF52xwuo,NYC,,Valid: Wine:30 (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 799
Arthur and Sons Murray Hill,Arthur & Sons Murray Hill,145 East 39th Street,ChIJ5wRLNwBZwokRCRy7BYuPh6w,NYC,,Valid: Arthur & Sons NY Italian Murray Hill (conf: 0.60),MATCHED,0.95,claude_verified,,Matched to DB row 38
Hudson Club Midtown,Hudson Club,136 w 55th st,ChIJZ49dwcNZwokRtUHt_n4BYME,NYC,,Valid: Hudson Club (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 289
5ive Spice- Nolita,5ive Spice- Nolita,"227 Mulberry St, New York, NY 10012",ChIJO1_22AhZwokRm6t3InR_YCQ,NYC,,Valid: 5ive Spice Taco & Banh Mi (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 3
Wildflower Chelsea,Wildflower,505 W 23rd St,ChIJnReZJQBZwokRRwOUbuV7JzE,NYC,,Valid: Wildflower (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 797
5ive Spice- Grammercy,5ive Spice- Gramercy,"363 3rd Ave New York, NY 10016",ChIJg_hIprRZwokRG4Dms5riUOU,NYC,,Valid: 5ive Spice (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 2
Milos Meze,Milos Meze,3348 Steiner St.,ChIJz5elL9eAhYARHEkGT1LSNkc,SF,,Valid: Milos Meze (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 452
KAIYŌ Rooftop SOMA,KAIYO ROOFTOP,"701 3rd St 12th Floor,",ChIJAS1jCN5_j4AR_KeMCaeunWw,SF,,Valid: KAIYO ROOFTOP (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 321
Kid,Kid,,ChIJg0HWjBpawokRzYQIfpNPsSo,NYC,,Invalid: Low confidence match,MATCHED,1.0,high_similarity,,Matched to DB row 328
The Greats of Craft - Midtown East- Bfast Pass,The Greats of Craft - Midtown East,983 1st Ave.,ChIJs6AxqHdZwokRwkvw64aePmI,NYC,,Invalid: Address match (0.96),NO_MATCH,0.0,,,No candidates passed pre-filtering
Motel Morris Chelsea,The Morris,132 7th Ave,ChIJEc5RXrxZwokR2Zud13FFqR0,NYC,,Valid: Motel Morris (conf: 0.80),NO_MATCH,0.0,,,No confident match found
X-Golf Williamsburg,X Golf Brooklyn,225 South Main Street,ChIJeYgCuyJZwokR1g2Im-QCgtk,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 805
KAIYO ROOFTOP - BAR BLACKBIRD-New Deal,KAIYO ROOFTOP,"701 3rd St 12th Floor,",ChIJAS1jCN5_j4AR_KeMCaeunWw,SF,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 322
Tacombi - nolita,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Valid: Tacombi (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 662
Tacombi - nolita,Tacombi (Parent Company),265 Bowery,ChIJdfD8moVZwokRO6vxjXAtoWs,NYC,,Invalid: Partial name match (0.61),NO_MATCH,0.0,,,No confident match found
Kaiyo Soma,KAIYO RESTAURANT,"701 3RD ST, FLOOR 1",ChIJAS1jCN5_j4AR_KeMCaeunWw,SF,,Valid: KAIYO ROOFTOP (conf: 0.60),NO_MATCH,0.0,,,No candidates passed pre-filtering
Midnights,Midnights,149 North 6th Street,ChIJoerR5V1ZwokRu55P9DJaNEo,NYC,,Valid: MIDNIGHTS (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 445
Midnights,X Golf Brooklyn,225 South Main Street,ChIJoerR5V1ZwokRu55P9DJaNEo,NYC,,Invalid: Name match (1.00),NO_MATCH,0.0,,,No candidates passed pre-filtering
Cecilia East Village,Cecilia,97 St Marks Pl,ChIJOxW7qFFZwokR-KdRrjd3o9w,NYC,,Invalid: Partial address match (0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 142
Hank's Seafood Restaurant Radcliffborough,Hank's Seafood Restaurant,10 Hayne St,ChIJt5BmhQ16_ogRbwSj1J64dmA,CHS,,Valid: Hank's Seafood Restaurant (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 271
Milk & Hops Chelsea,Milk & Hops,166 9th Ave,ChIJN6avE7lZwokRZrgdqFX1f6Y,NYC,,Valid: Milk & Hops (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 449
Twist Bar,Twist Bar,,ChIJL8iG0HNZwokR70zQBzoMKTc,NYC,,Invalid: Partial name match (0.71),MATCHED,1.0,verified_place_id,,Matched to DB row 765
Little Palm Downtown,Little Palm,237 Meeting St,ChIJC4n-xyN7_ogRFpS2Bz2a7Wg,CHS,,Valid: Little Palm (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 391
The Coffee Counter French Quarter,The Coffee Counter,237 Meeting Street,ChIJU3WDczx7_ogR525G2DE5d8Q,CHS,,Valid: The Coffee Counter at The Ryder (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 696
Kru,Kru,190 North 14th Street,ChIJz0Bt0ldZwokR698-eT0Dh88,NYC,,Invalid: Partial address match (0.76),MATCHED,1.0,verified_place_id,,Matched to DB row 340
Kings of Kobe - Wagyu Kitchen & Bar Hell's Kitchen,Kings of Kobe,650 W 42nd St,ChIJlaUCHbxZwokRUPWZkyNQyYg,NYC,,Valid: Kings of Kobe - Wagyu Kitchen & Bar (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 332
Amarena Russian Hill,Amarena,2162 Larkin Street,ChIJM7I8HemAhYARjCsAkDZd_D8,SF,,Invalid: Address match (0.88),NO_MATCH,0.0,,,No candidates passed pre-filtering
Wabi Nori,Wabi Nori,"115 Essex St, New York, NY 10002",ChIJSU8szcZZwokRurWGO4cm_3g,NYC,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to DB row 792
Fan Fan Doughnuts Clinton Hill,Fan Fan Doughnuts,448 Lafayette Avenue,ChIJ-eBifR5bwokRgXeVyNhDBFg,NYC,,Valid: Fan Fan Doughnuts (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 220
Bar Six,Bar Six,"502 6th Ave, New York, NY 10011",ChIJ9bgCzJdZwokRvm_6RoQ8edg,NYC,,Invalid: Address match (0.94),MATCHED,1.0,verified_place_id,,Matched to DB row 61
Wild East Brewing Co.,Wild East Brewing Co.,"623 Sackett St, Brooklyn, NY 11217",ChIJCb9dhqVbwokRRWJzMd-IdYk,NYC,,Valid: Wild East Brewing Co. (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 796
Due West West Village,Due West,189 W 10th St,ChIJEyUgYZRZwokRETFRosKubF8,NYC,,Invalid: Token overlap (0.67); Partial address match (0.79),MATCHED,1.0,verified_place_id,,Matched to DB row 191
Mijo Chelsea,Mijo (Chelsea),25 West 11th Street,ChIJYz7xMA1ZwokRKF9e6rssLcA,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 446
The Purple Tongue Wine Bar,Purple Tongue,"410 W 43rd St, New York, NY 10036",ChIJw4INJQBZwokRQDsl00Ujaig,NYC,,Valid: The Purple Tongue Wine Bar (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 729
Ricco Mediterranean Restaurant Marina,Ricco Mediterranean Restaurant,3145 Fillmore Street,ChIJT38zVACBhYARt6kXf2xuSvs,SF,,Valid: Ricco Mediterranean (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 556
Fornino Greenpoint,Fornino,849 Manhattan Ave,ChIJx1Bo1EBZwokRUZ_xdNzvcLY,NYC,,Invalid: Address match (0.92),MATCHED,1.0,verified_place_id,,Matched to DB row 237
Falu House,Falu House,,ChIJbwTrdABZwokRJBMnW6dXFoM,NYC,,Invalid: Name match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 219
Amelie  Polk Gulch,Amelie San Francisco,1754 Polk Street,ChIJ88G-quuAhYAR7bj0Yhr8gwI,SF,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 28
Bergerac SoMa,Bergerac,316 11th Street,ChIJ5wZMMyZ-j4ARDpT0d0kIx7A,SF,,Valid: Bergerac (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 72
Nowon - East Village East Village,Nowon East Village,507 e 6th street,ChIJjReAQKxZwokRnnraeb2WJ18,NYC,,Valid: Nowon East Village (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 489
Nowon Bushwick,Nowon Bushwick,436 Jefferson Street,ChIJCzyNLENbwokR-lXh5FtzU70,NYC,,Valid: Nowon Bushwick (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 488
Nowon - Bushwick Bushwick,Nowon Bushwick,436 Jefferson Street,ChIJCzyNLENbwokR-lXh5FtzU70,NYC,,Valid: Nowon Bushwick (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
LaRina Pastificio & Vino,LaRina Pastificio & Vino,"387 Myrtle Ave, Brooklyn, NY",ChIJweAtELhbwokRO1AexCvuRo0,NYC,,Valid: LaRina Pastificio & Vino (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 355
Threes Brewing Greenpoint,Threes Brewing Gowanus,333 Douglass Street,ChIJ__u3R6tbwokRYMOym8O83H0,NYC,,Corrected: Threes Brewing (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 746
Strange Delight,Strange Delight,63 Lafayette ave ,ChIJSZ__agBbwokRFqNZkOBfbsk,NYC,,Valid: Strange Delight (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 631
Bar Moga SoHo,Bar Moga,128 W Houston St,ChIJRy7Z-I1ZwokRQm17a6QDJ6E,NYC,,Invalid: Address match (0.82),MATCHED,1.0,verified_place_id,,Matched to DB row 57
Brooklyn Brewery (Craft Beer Pass),Brooklyn Brewery,79 North 11th Street,ChIJUaAuMl1ZwokRt0-S_ynnRtc,NYC,,Valid: Brooklyn Brewery (conf: 0.60),NO_MATCH,0.0,,,No confident match found
Alphabet City Beer Co. - Craft Beer Pass,Alphabet City Beer Co.,"6 Loisaida Ave, New York, NY 10009",ChIJWaWbwHlZwokRj1wHkvB84zE,NYC,,Valid: Alphabet City Beer Co. (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Torch & Crown Brewing Company - Craft Beer Pass,Torch & Crown Brewing Company,12 Vandam Street,ChIJFcrad0_1wokRgswE_VOwb4o,NYC,,Valid: Torch & Crown Brewing Company (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Moody Tongue Sushi - Craft Beer Pass,Moody Tongue Sushi,,ChIJGUJaVtVZwokR3VU_JU2pedg,NYC,,Invalid: Partial name match (0.67),NO_MATCH,0.0,,,No confident match found
Threes Brewing Gowanus,Threes Brewing Gowanus,333 Douglass Street,ChIJ__u3R6tbwokRYMOym8O83H0,NYC,,Valid: Threes Brewing (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Gotham Burger Social Club Greenpoint,Gotham Burger Social Club @ Threes Brewing,113 Franklin St,ChIJXZ6WJABZwokRDi2X0_3I1Mo,NYC,,Valid: Gotham Burger Social Club - Greenpoint (conf: 1.00),MATCHED,0.8608196721311475,high_similarity,,Matched to DB row 262
Gotham Burger Social Club Greenpoint,Gotham Burger Social Club,113 Franklin St,ChIJXZ6WJABZwokRDi2X0_3I1Mo,NYC,,Valid: Gotham Burger Social Club - Greenpoint (conf: 1.00),NO_MATCH,0.0,,,No candidates passed pre-filtering
Moody Tongue Pizza,Moody Tongue Pizza,123 st marks pl,ChIJGSBX5MNZwokR8dULUeLZH5M,NYC,,Valid: Moody Tongue Pizza (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 470
Lume West Village,Lume,"259 West 4th Street, New York, NY 10014",ChIJN-YZAHNZwokRfCSd6SaZWUc,NYC,,Valid: Lume West Village (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 413
Kings County Distillery,Kings County Distillery,"Kings County Distillery, 299 Sands St, Brooklyn, NY 11205",ChIJbe26PclbwokRfrb6lAnTB30,NYC,,Valid: Kings County Distillery (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 331
Patisserie Fouet Midtown,Patisserie Fouet,15 E 13th St,ChIJE_xuhXVZwokR6efVoP5x41g,NYC,,Valid: Patisserie Fouet (conf: 0.60),NO_MATCH,0.0,,,No confident match found
Estancia Piola,Estancia Piola,,ChIJ-cemB1xbwokRUuBRPBg0opo,NYC,,Invalid: Name match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 213
The Ox Greenpoint,The OX Wine Bar,,ChIJW5CTpjRbwokRoyMu9xFuCKE,NYC,,Invalid: Low confidence match,NO_MATCH,0.0,,,No confident match found
Krupa Grocery South Slope,Krupa Grocery,231 Prospect Park W,ChIJDXCWZh5bwokROj_-7EfM3NI,NYC,,Valid: Krupa Grocery (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 341
BRISCOLA TRATTORIA,BRISCOLA TRATTORIA,"798a Franklin Ave, Brooklyn, NY 11238, United States",ChIJD6W7CwBbwokRwO5z7BMo7-M,NYC,,Valid: Briscola Trattoria (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 107
Kokomo Greenpoint,Kokomo,65 Kent Ave,ChIJ9-EhOXlZwokRSdB_B9mYM30,NYC,,Invalid: Address match (0.88),NO_MATCH,0.0,,,No candidates passed pre-filtering
Oxomoco,Oxomoco,"128 Greenpoint Ave, Brooklyn, NY 11222",ChIJ__-z7kBZwokRezHqB39zBLI,New York,,Valid: Oxomoco (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 503
Black Seed Bagels Nolita,Black Seed Bagels,176 1st Avenue,ChIJV1BBkp1ZwokRpjqvV01uiqg,NYC,,Invalid: Name match (0.83),MATCHED,1.0,verified_place_id,,Matched to DB row 85
Heirloom Cafe Mission,HEIRLOOM CAFE,2500 Folsom Street,ChIJ3XEasjl-j4ARWcW8iwtlkhw,SF,,Valid: Heirloom Café (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 280
Park Slope Ale House Park Slope,Park Slope Ale House,"356 6th Ave, Brooklyn, NY 11215, United States",ChIJwyH4GwJbwokRO0x0jD_unvw,NYC,,Valid: Park Slope Ale House (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 516
MáLà Project -EV- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJM2NCGJ1ZwokRA2nCkZcz08g,New York,,Valid: MáLà Project (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 423
Someday Bar NYC,Someday Bar NYC,"364 Atlantic Ave Brooklyn, NY 11217",ChIJW7hnbe5bwokRG2IHXWO1xcA,NYC,,Valid: Someday Bar NYC (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 610
Other Half Brewing - 600 5th Ave,Other Half Brewing (Parent),"600 5th Ave, New York, 10020",ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,,Valid: Other Half Brewing - Rockefeller Center Taproom (conf: 0.80),MATCHED,0.95,claude_verified,,Matched to DB row 499
Other Half Brewing - 600 5th Ave,Other Half Brewing (600 5th Ave),195 Centre Street,ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,,Invalid: Partial name match (0.63),NO_MATCH,0.0,,,No confident match found
Cane Pazzo,Cane Pazzo,"1276 Yeamans Hall Rd, Hanahan, SC 29410",ChIJPc3odmxj_ogRMyxZUrj4HU4,CHS,,Valid: Cane Pazzo (conf: 1.00),MATCHED,1.0,high_similarity,,Matched to DB row 129
Shuggie's,Shuggie's,"3349 23rd St, San Francisco, CA 94110",ChIJr5cI0LR_j4ART457wcGBDoY,SF,,Valid: Shuggie’s (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 602
The Morris,The Morris,"2501 Mariposa St, San Francisco, CA 94110
",ChIJqZE4DTF-j4ARUYdqdEEgh8k,SF,,Valid: The Morris (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 719
Elixir,Elixir,"3200 16th St, SF, CA 94103",ChIJvwAwoRh-j4AR1BKWDkmJ3-E,SF,,Valid: Elixir (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 200
NOPALITO,Nopalito,"306 Broderick St., San Francisco, CA 94117",ChIJWdx6WK6AhYARchLwAKyG4-Y,SF,,Valid: Nopalito (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 486
Blue Plate,Blue Plate,"3218 Mission St.SF, CA 94110",ChIJ7d1kDkN-j4ARLXO5JZwg7NI,SF,,Valid: Blue Plate (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 90
Tamarind Tribeca,Tamarind Tribeca,"99 Hudson St, New York, NY 10013",ChIJ6Vva1h9awokRXw_JSQ_x6y4,NYC,,Valid: Tamarind Tribeca (conf: 1.00),NO_MATCH,0.0,,,No candidates passed pre-filtering
Suprema Provisions,Suprema Provisions,"305 Bleecker St, New York, NY 10014",ChIJR4Ced5NZwokREuYXRM57BmY,NYC,,Valid: Suprema Provisions (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 641
L'Express,L'Express,249 Park Ave S,ChIJb9HznqFZwokRHWxf3DbskaI,NYC,,Valid: L’Express (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 377
L'Express,Chef Driven Hospitality,630 Ninth Avenue,ChIJb9HznqFZwokRHWxf3DbskaI,NYC,,Invalid: Name match (0.89),NO_MATCH,0.0,,,No candidates passed pre-filtering
Don Ceviche East Village,Don Ceviche East Village,"57 1st Ave New York, NY 10003",ChIJAf1O3jhZwokRRljq3vIx8ak,NYC,,Valid: Don Ceviche (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Don Ceviche Essex,Don Ceviche Essex,"88 Essex Street #11 New York,  NY10002 ",ChIJm9uu_FpZwokR875MVLu2loI,NYC,,Valid: Don Ceviche (Market) (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Salad Don,Salad Joon,"88 Essex Street #3 New York, NY 10002",ChIJNxi3aTJZwokR22BQhiSpRjw,New York,,Valid: Salad Joon (conf: 0.80),NO_MATCH,0.0,,,No confident match found
Chambers,Chambers eat + drink,"94 Chambers St #1, New York, NY 10007",ChIJ43KaxzxbwokRVjbWT05nZ_M,New York,,Valid: Chambers (conf: 1.00),MATCHED,1.0,high_similarity,,Matched to DB row 144
ALL BLUES,ALL BLUES,"87 Walker St, New York, NY 10013",ChIJdROsbwBbwokRHl54aM_rAsc,NYC,,Valid: All Blues (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 20
l’abeille,l’abeille,"412 Greenwich St, New York, NY 10013",ChIJq75Ur-tZwokRo7I_F_PhlcU,NYC,,Valid: l’abeille (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 347
l'abeille à côté,L’Abeille,"412 Greenwich StreetNew York, NY, 10013",ChIJq75Ur-tZwokRo7I_F_PhlcU,NYC,,Valid: l’abeille (conf: 0.80),MATCHED,1.0,high_similarity,,Matched to DB row 348
Sushi Ichimura,Sushi Ichimura,"412 Greenwich Street New York, NY, 10013",ChIJU10X_TJZwokRuSfnHw4dhQE,NYC,,Valid: Sushi Ichimura (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 643
Tio Pepe,Pepes Restaurant Group,"168 West 4th Street, New York, NY 10014",ChIJ06Eo6ZNZwokR_ngr5nAD7do,NYC,,Valid: Tio Pepe (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 752
Tio Pepe,Tio Pepe Restaurant,168 West 4th Street,ChIJ06Eo6ZNZwokR_ngr5nAD7do,NYC,,Valid: Tio Pepe (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Burgers and Beer NYC,Burgers and Beer,170 West 4th Street,ChIJz1tFP_9ZwokR1NewYt9iemw,NYC,,Valid: Burgers & Beer (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 113
Burgers and Beer NYC,Pepes Restaurant Group,"168 West 4th Street, New York, NY 10014",ChIJz1tFP_9ZwokR1NewYt9iemw,NYC,,Valid: Burgers & Beer (conf: 0.60),NO_MATCH,0.0,,,No candidates passed pre-filtering
DACHA Kitchen & Bar,DACHA Kitchen & Bar,"1085 Sutter Street, SF, CA 94109",ChIJwzLVbKSBhYAROU9e3ep4_BU,SF,,Invalid: Partial address match (0.74),MATCHED,1.0,verified_place_id,,Matched to DB row 171
25 Lusk,25 Lusk,"25 Lusk, SF, CA 94107",ChIJwzwoQNZ_j4ARtdLL7CUl4TQ,SF,,Valid: 25 Lusk St (conf: 0.80),MATCHED,0.895,high_similarity,,Matched to DB row 0
St. Mazie,St. Mazie Bar & Supper Club,"345 Grand St, Brooklyn, NY 11211
",ChIJSy8Bbl9ZwokR8QnOQHNn4hk,NYC,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to DB row 629
Grimm Artisanal Ales,Grimm Artisanal Ales,"990 Metropolitan Ave, Brooklyn, NY 11211",ChIJO0onUVNZwokRAuTHAAO2OA0,NYC,,Valid: Grimm Artisanal Ales (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 267
Kalye - Rivington,Kalye,"251 Broome St, New York, NY 10002",ChIJj4yA4zJZwokRtQObXxWzxhc,NYC,,Corrected: Kalye Broome ( Now on 111 Rivington st) (conf: 0.75),MATCHED,1.0,verified_place_id,,Matched to DB row 323
Rocco's Sports & Recreation Noho,Rocco's Cafe,"1131 Folsom St, SF, CA 94103",ChIJ2fLg9KdZwokR0cET1EjEuwk,SF,,Invalid: Partial name match (0.77),NO_MATCH,0.0,,,No confident match found
Kings County Brewers Collective,Kings County Brewers Collective,"381 Troutman St, Brooklyn, NY 11237",ChIJb6ZVSB1cwokRES6FZ2WAMAA,NYC,,Valid: Kings County Brewers Collective (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 330
Kalye - Broome St,Kalye,"251 Broome St, New York, NY 10002",ChIJj4yA4zJZwokRtQObXxWzxhc,NYC,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to DB row 324
carminestreetbeers.com,carminestreetbeers.com,"52 A Carmine St, New York, NY 10014",ChIJ5fF_9ZJZwokRvdVUZVpa2_I,NYC,,Valid: Carmine Street Beers (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 135
MáLà Project -Greenpoint- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJc4JAM8hZwokRMyWkNxrTDN8,New York,,Corrected: MáLà Project 53rd St (conf: 0.72),MATCHED,1.0,verified_place_id,,Matched to DB row 425
MáLà Project -Bryant Park- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJuyQyqf9YwokRSlObfXst7sQ,New York,,Valid: MáLà Project Bryant Park (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 422
MáLà Project -Midtown- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJc4JAM8hZwokRMyWkNxrTDN8,New York,,Corrected: MáLà Project 53rd St (conf: 0.74),NO_MATCH,0.0,,,No confident match found
Good Guys,Attaboy/Good Guys Parent,8 Mcferrin Avenue,ChIJqcXTb0NZwokRPbW9xBZwUEs,NYC,,Invalid: Name match (0.95),MATCHED,1.0,verified_place_id,,Matched to DB row 259
Good Guys,Good Guys,134 eldridge 10002,ChIJqcXTb0NZwokRPbW9xBZwUEs,NYC,,Valid: Good Guy's (conf: 1.00),NO_MATCH,0.0,,,No confident match found
Sunday to Sunday,Sunday to Sunday,"88 Orchard St, New York, NY 10002",ChIJnf5Rpv1ZwokRTzMEC8i44xE,NYC,,Valid: Sunday to Sunday (conf: 1.00),MATCHED,1.0,high_similarity,,Matched to DB row 637
Butcher's Daughter Nolita - Market,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJb03pTce6woAR3xX6dxF_KR4,NYC,,Corrected: The Butcher's Daughter (conf: 0.77),NO_MATCH,0.0,,,No candidates passed pre-filtering
Butcher's Daughter Nolita - Market,The Butcher's Daughter (Nolita),,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,Invalid: Partial name match (0.64),NO_MATCH,0.0,,,No candidates passed pre-filtering
Bodega SF,Bodega SF,"138 Mason Street, San Francisco, California 94102",ChIJh26QnF1_j4AR3B7n6vAHjHQ,SF,,Valid: Bodega SF (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 99
Tempest,Tempest Charleston,"32 N Market St Suite C, Charleston, SC 29401",ChIJiUKdZs17_ogREZcxVv3eh-8,CHS,,Invalid: Address match (0.83),MATCHED,1.0,verified_place_id,,Matched to DB row 678
Aura Bar & Kitchen - New Deal,Aura Bar & Kitchen,"111 1st Ave., New York, NY 10003",ChIJ5QOQdQtZwokRSy16jOl97Uc,NYC,,Invalid: Address match (0.97),MATCHED,1.0,verified_place_id,,Matched to DB row 44
Park & Grove,Park & Grove,"730 Rutledge Ave, Charleston, SC 29403",ChIJl6_JCTJ7_ogRIauRHOYdIQo,CHS,,Valid: Park & Grove (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 515
Taco Boy - Downtown,Taco Boy - Downtown,"217 Huger St, Charleston, SC 29403",ChIJT2PTq2B6_ogRIrWFtaGTRrU,CHS,,Valid: Taco Boy Charleston (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 650
The Cactus Shop,The Cactus Shop,"231 Kent Ave, Brooklyn, NY 11249",ChIJ_dEen79ZwokRCcfpTzsSprc,NYC,,Valid: The Cactus Shop (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 695
Padoca Bakery,Padoca Bakery,"210 E 67th St, New York, NY 10065",ChIJh9pAEuhZwokREigHqdeZ8S0,NYC,,Valid: Padoca Bakery (conf: 0.80),MATCHED,0.8679032258064516,high_similarity,,Matched to DB row 504
El Mansour,El Mansour,"3119 Clement St, SF, CA 94121",ChIJQ-y9wqmHhYARgqK_7YRKZ3I,Sf,,Valid: El Mansour Restaurant (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 202
